rank,lemma,english,pos,level,freq_score,freq_tier,register,tokens
224,slagen,i m,verb,1,21.4,A,everyday,"['geslaagd', 'slaagde', 'slaagden', 'slaagt', 'slagen']"
225,vroeg,early,verb,1,21.4,A,everyday,"['vroege', 'vroeger', 'vroegere', 'vroegste']"
226,druk,pressure,adjective,1,21.36,A,everyday,"['druk', 'drukke', 'drukst', 'drukste']"
227,vol,full,preposition,1,21.36,A,everyday,"['vol', 'volle', 'voller', 'volste']"
228,weigeren,refuse,verb,1,21.35,A,everyday,"['geweigerd', 'weigerde', 'weigerden', 'weigeren', 'weigert']"
229,voorbereiden,preparing,verb,1,21.3,A,everyday,"['bereiden', 'voorbereid', 'voorbereiden', 'voorbereidende', 'voorbereidt']"
230,wisselen,switch,verb,1,21.3,A,everyday,"['gewisseld', 'wisselde', 'wisselen', 'wisselende', 'wisselt']"
231,beslissen,decide,verb,1,21.25,A,everyday,"['beslissen', 'beslissend', 'beslissende', 'beslist', 'besliste']"
232,delen,parts,noun,1,21.16,A,everyday,"['dealt', 'deelden', 'deelt', 'gedeeld']"
233,voor,for,preposition,1,21.15,A,everyday,"['voor', 'voors', 'vóór']"
234,plaatsen,places,noun,1,21.12,A,everyday,"['geplaatst', 'geplaatste', 'plaatst', 'plaatste']"
235,te,to,preposition,1,21.06,A,everyday,"['te', 'ten', 'ter']"
236,waarderen,appreciate,verb,1,21.05,A,everyday,"['gewaardeerd', 'gewaardeerde', 'waardeerde', 'waardeert', 'waarderen']"
237,landen,countries,noun,1,21.04,A,everyday,"['geland', 'landde', 'landden', 'landt']"
238,bedrijf,holding,noun,1,20.92,A,everyday,"['bedrijf', 'bedrijfje', 'bedrijfjes', 'bedrijven']"
239,dwingen,force,verb,1,20.9,A,everyday,"['dwingend', 'dwingt', 'dwong', 'dwongen', 'gedwongen']"
240,behalen,achieve,verb,1,20.9,A,everyday,"['behaald', 'behaalde', 'behaalden', 'behaalt', 'behalen']"
241,niet,not,adverb,1,20.88,A,everyday,"['niet', 'nietje', 'nietjes']"
242,woord,word,noun,1,20.88,A,everyday,"['woord', 'woorden', 'woordje', 'woordjes']"
243,zijn,are,pronoun,1,20.88,A,everyday,"[""z'n"", 'zijne', 'zijner']"
244,motiveren,motivate,verb,1,20.88,A,everyday,"['gemotiveerd', 'gemotiveerde', 'motiveerde', 'motiveert', 'motiveren', 'motiverende']"
245,kopen,buy,verb,1,20.84,A,everyday,"['gekocht', 'kocht', 'koopt', 'kopen']"
246,avond,evening,noun,1,20.8,A,everyday,"['avond', 'avonden', 'avondje', 'avonds']"
247,presenteren,present,verb,1,20.75,A,everyday,"['gepresenteerd', 'gepresenteerde', 'presenteerde', 'presenteert', 'presenteren']"
248,schilderen,painting,verb,1,20.75,A,everyday,"['geschilderd', 'geschilderde', 'schilderde', 'schilderen', 'schildert']"
249,vertellen,tell,verb,1,20.68,A,everyday,"['verteld', 'vertelde', 'vertellen', 'vertelt']"
250,functioneren,functioning,verb,1,20.65,A,everyday,"['functioneerde', 'functioneert', 'functioneren', 'functionerend', 'functionerende']"
251,eind,end,noun,1,20.6,A,everyday,"['eind', 'einden', 'eindje', 'eindjes']"
252,streng,stretch,adjective,1,20.6,A,everyday,"['streng', 'strenge', 'strenger', 'strengere', 'strengste']"
253,publiceren,publish,verb,1,20.55,A,everyday,"['gepubliceerd', 'gepubliceerde', 'publiceerde', 'publiceert', 'publiceren']"
254,betrekken,involve,verb,1,20.55,A,everyday,"['betrekken', 'betrekt', 'betrok', 'betrokken', 'betrokkenen']"
255,treffen,meet,verb,1,20.55,A,everyday,"['getroffen', 'treffen', 'treffende', 'treft', 'trof']"
256,inspireren,inspiring,noun,1,20.55,A,everyday,"['geinspireerd', 'inspireerde', 'inspireert', 'inspirerend', 'inspirerende']"
257,beeld,image,noun,1,20.52,A,everyday,"['beeld', 'beelden', 'beeldje', 'beeldjes']"
258,gek,crazy,adjective,1,20.52,A,everyday,"['gek', 'gekke', 'gekken', 'gekker']"
259,herhalen,repeat,verb,1,20.5,A,everyday,"['herhaald', 'herhaalde', 'herhaalt', 'herhalen', 'herhalende']"
260,vriend,friend,noun,1,20.48,A,everyday,"['vriend', 'vrienden', 'vriendje', 'vriendjes']"
261,veilig,safe,adjective,1,20.48,A,everyday,"['veilig', 'veilige', 'veiliger', 'veiligere']"
262,jongen,boy,noun,1,20.4,A,everyday,"['jongen', 'jongens', 'jongentje', 'jongetjes']"
263,eiland,island,noun,1,20.4,A,everyday,"['eiland', 'eilanden', 'eilandje', 'eilandjes']"
264,punt,point,noun,1,20.4,A,everyday,"['punt', 'punten', 'puntje', 'puntjes']"
265,stoppen,stop,verb,1,20.4,A,everyday,"['gestopt', 'stoppen', 'stopt', 'stopte']"
266,stranden,beaches,noun,1,20.4,A,everyday,"['gestrand', 'gestrande', 'strandde', 'stranden', 'strandt']"
267,kop,header,noun,1,20.36,A,everyday,"['kop', 'kopje', 'kopjes', 'koppen']"
268,straat,street,noun,1,20.36,A,everyday,"['straat', 'straaten', 'straatjes', 'straten']"
269,aansluiten,connect,verb,1,20.35,A,everyday,"['aangesloten', 'aansluiten', 'aansluitend', 'aansluitende', 'sluit']"
270,er,there,adverb,1,20.34,A,everyday,"[""d'r"", 'er', 'ers']"
271,broer,brother,noun,1,20.32,A,everyday,"['broer', 'broers', 'broertje', 'broertjes']"
272,parkeren,parking,verb,1,20.3,A,everyday,"['geparkeerd', 'geparkeerde', 'parkeerde', 'parkeert', 'parkeren']"
273,dorp,village,noun,1,20.28,A,everyday,"['dorp', 'dorpen', 'dorpje', 'dorpjes']"
274,kiezen,choose,verb,1,20.28,A,everyday,"['gekozen', 'kiest', 'kiezen', 'koos']"
275,drijven,floats,verb,1,20.25,A,everyday,"['dreef', 'drijft', 'drijven', 'drijvende', 'gedreven']"
276,sturen,steering,verb,1,20.24,A,everyday,"['gestuurd', 'sturen', 'stuurde', 'stuurt']"
277,ruim,spacious,adjective,1,20.2,A,everyday,"['ruim', 'ruime', 'ruimer', 'ruimere']"
278,verrassen,surprise,verb,1,20.2,A,everyday,"['verrassen', 'verrassend', 'verrassende', 'verrast', 'verraste']"
279,bank,bank,noun,1,20.16,A,everyday,"['bank', 'banken', 'bankjes', 'banks']"
280,ontvangen,received,verb,1,20.16,A,everyday,"['ontvangen', 'ontvangende', 'ontvangt', 'ontving']"
281,taal,language,noun,1,20.12,A,everyday,"['taal', 'taaltje', 'tale', 'talen']"
282,hij,he,pronoun,1,20.1,A,everyday,"['hij', 'hijsen', 'ie']"
283,bevrijden,free,verb,1,20.1,A,everyday,"['bevrijd', 'bevrijdde', 'bevrijde', 'bevrijdend', 'bevrijdt']"
284,falen,failure,verb,1,20.1,A,everyday,"['faalden', 'faalt', 'falen', 'falende', 'gefaald']"
285,feit,fact,noun,1,20.08,A,everyday,"['feit', 'feite', 'feiten', 'feitjes']"
286,gezicht,face,noun,1,20.08,A,everyday,"['gezicht', 'gezichten', 'gezichtje', 'gezichtjes']"
287,heer,sir,noun,1,20.04,A,everyday,"['heer', 'heers', 'heertje', 'heren']"
288,oplopen,increase,verb,1,20.0,A,everyday,"['opgelopen', 'opliep', 'oploopt', 'oplopen', 'oplopend']"
289,geloven,believe,verb,1,19.96,A,everyday,"['geloof', 'geloofde', 'gelooft', 'geloven']"
290,makkelijk,easy,adjective,1,19.96,A,everyday,"['makkelijk', 'makkelijke', 'makkelijker', 'makkelijkst']"
291,verbazen,amazing,verb,1,19.95,A,everyday,"['verbaasd', 'verbaasde', 'verbaast', 'verbazen', 'verbazend']"
292,bereiken,reach,verb,1,19.92,A,everyday,"['bereiken', 'bereikt', 'bereikte', 'bereikten']"
293,brand,fire,noun,1,19.92,A,everyday,"['brand', 'branden', 'brandje', 'brandjes']"
294,park,park,noun,1,19.92,A,everyday,"['park', 'parken', 'parkje', 'spark']"
295,opkomen,come,verb,1,19.85,A,everyday,"['opgekomen', 'opkomen', 'opkomend', 'opkomende', 'opkomt']"
296,passeren,pass,verb,1,19.85,A,everyday,"['gepasseerd', 'passeerde', 'passeert', 'passeren', 'passerende']"
297,stok,other,noun,1,19.85,A,everyday,"['stok', 'stoker', 'stokje', 'stokjes', 'stokken']"
298,veroveren,conquer,verb,1,19.85,A,everyday,"['veroverd', 'veroverde', 'veroverden', 'veroveren', 'verovert']"
299,feest,party,noun,1,19.84,A,everyday,"['feest', 'feesten', 'feestje', 'feestjes']"
300,hond,dog,noun,1,19.84,A,everyday,"['hond', 'honden', 'hondje', 'hondjes']"
301,bieden,of,verb,1,19.8,A,everyday,"['bieden', 'biedt', 'bood', 'geboden']"
302,deur,door,noun,1,19.8,A,everyday,"['deur', 'deuren', 'deurs', 'deurtje']"
303,uitbreiden,expand,verb,1,19.8,A,everyday,"['breidt', 'uitbreiden', 'uitbreidt', 'uitgebreid', 'uitgebreide']"
304,concentreren,concentrate,verb,1,19.8,A,everyday,"['concentreerde', 'concentreert', 'concentreren', 'geconcentreerd', 'geconcentreerde']"
305,kosten,costs,noun,1,19.76,A,everyday,"['gekost', 'kost', 'kostende', 'kostte']"
306,wat,what,pronoun,1,19.74,A,everyday,"['wat', 'watje', 'watjes']"
307,drinken,drink,verb,1,19.72,A,everyday,"['drinken', 'drinkt', 'dronk', 'gedronken']"
308,aanvaarden,accept,verb,1,19.7,A,everyday,"['aanvaard', 'aanvaardde', 'aanvaarde', 'aanvaarden', 'aanvaardt']"
309,volk,people,noun,1,19.68,A,everyday,"['volk', 'volker', 'volkeren', 'volkje']"
310,toenemen,increase,verb,1,19.65,A,everyday,"['toegenomen', 'toenam', 'toenemen', 'toenemend', 'toenemende']"
311,brief,letter,noun,1,19.6,A,everyday,"['brief', 'briefje', 'briefjes', 'brieven']"
312,bus,bus,noun,1,19.6,A,everyday,"['bus', 'busje', 'busjes', 'bussen']"
313,mail,mail,noun,1,19.6,A,everyday,"['mail', 'mails', 'mailtje', 'mailtjes']"
314,oog,eye,noun,1,19.56,A,everyday,"['ogen', 'oog', 'oogje', 'oogjes']"
315,mond,mouth,noun,1,19.56,A,everyday,"['mond', 'monde', 'monden', 'mondje']"
316,binnenkomen,enter,verb,1,19.55,A,everyday,"['binnengekomen', 'binnenkomen', 'binnenkomt', 'binnenkwam', 'binnenkwamen']"
317,deze,this,determiner,1,19.53,A,everyday,"['deze', 'dezen', 'dezer']"
318,meewerken,cooperate,verb,1,19.45,A,everyday,"['meegewerkt', 'meewerken', 'meewerkend', 'meewerkende', 'meewerkt']"
319,zinken,sink,verb,1,19.45,A,everyday,"['gezonken', 'zinken', 'zinkende', 'zinkt', 'zonk']"
320,frank,franc,noun,1,19.44,A,everyday,"['frank', 'franke', 'franken', 'franks']"
321,type,type,noun,1,19.44,A,everyday,"['type', 'types', 'typetje', 'typetjes']"
322,warm,hot,adjective,1,19.44,A,everyday,"['warm', 'warme', 'warmer', 'warmste']"
323,stappen,steps,noun,1,19.44,A,everyday,"['gestapt', 'stapt', 'stapte', 'stapten']"
324,verdienen,earn,verb,1,19.4,A,everyday,"['verdiend', 'verdiende', 'verdienen', 'verdient']"
325,binden,binding,verb,1,19.4,A,everyday,"['binden', 'bindend', 'bindende', 'bindt', 'gebonden']"
326,bos,forest,noun,1,19.36,A,everyday,"['bos', 'bosje', 'bosjes', 'bossen']"
327,bedreigen,threaten,verb,1,19.35,A,everyday,"['bedreigd', 'bedreigde', 'bedreigend', 'bedreigende', 'bedreigt']"
328,adviseren,advise,noun,1,19.35,A,everyday,"['adviseerde', 'adviseert', 'adviserend', 'adviserende', 'geadviseerd']"
329,tafel,table,noun,1,19.32,A,everyday,"['tafel', 'tafelen', 'tafels', 'tafeltje']"
330,voorzien,provided,verb,1,19.32,A,everyday,"['voorzag', 'voorzien', 'voorziene', 'voorziet']"
331,uitnodigen,invite,adjective,1,19.3,A,everyday,"['uitgenodigd', 'uitnodigde', 'uitnodigen', 'uitnodigend', 'uitnodigt']"
332,terugtrekken,withdraw,verb,1,19.3,A,everyday,"['teruggetrokken', 'terugtrekken', 'terugtrekkende', 'terugtrekt', 'terugtrok']"
333,groen,green,adjective,1,19.28,A,everyday,"['groen', 'groene', 'groenen', 'groenste']"
334,demonstreren,demonstrate,verb,1,19.25,A,everyday,"['demonstreerde', 'demonstreerden', 'demonstreert', 'demonstreren', 'gedemonstreerd']"
335,lastig,tricky,adjective,1,19.24,A,everyday,"['lastig', 'lastige', 'lastiger', 'lastigste']"
336,ongeluk,accident,noun,1,19.2,A,everyday,"['ongeluk', 'ongelukje', 'ongelukjes', 'ongelukken']"
337,bedoelen,meaning,verb,1,19.15,A,everyday,"['bedoel', 'bedoeld', 'bedoelde', 'bedoelen', 'bedoelt']"
338,lanceren,launch,verb,1,19.1,A,everyday,"['gelanceerd', 'lanceerde', 'lanceerden', 'lanceert', 'lanceren']"
339,boeien,handcuffs,verb,1,19.1,A,everyday,"['boeide', 'boeien', 'boeiend', 'boeiende', 'geboeid']"
340,hoek,angle,noun,1,19.08,A,everyday,"['hoek', 'hoeken', 'hoekje', 'hoekjes']"
341,aanhouden,hold,verb,1,19.05,A,everyday,"['aangehouden', 'aanhouden', 'aanhoudend', 'aanhoudende', 'aanhoudt']"
342,geluid,sound,noun,1,19.04,A,everyday,"['geluid', 'geluiden', 'geluidje', 'geluidjes']"
343,reageren,react,verb,1,19.04,A,everyday,"['gereageerd', 'reageerde', 'reageert', 'reageren']"
344,vreemd,weird,adjective,1,19.04,A,everyday,"['vreemd', 'vreemde', 'vreemder', 'vreemdste']"
345,tonen,show,verb,1,18.92,A,everyday,"['getoond', 'tonen', 'toonde', 'toont']"
346,motor,engine,noun,1,18.92,A,everyday,"['motor', 'motoren', 'motors', 'motortje']"
347,koud,cold,adjective,1,18.88,A,everyday,"['koud', 'koude', 'kouder', 'koudere']"
348,duur,duration,noun,1,18.84,A,everyday,"['dure', 'duur', 'duurder', 'duurdere']"
349,resulteren,result,verb,1,18.84,A,everyday,"['geresulteerd', 'resulteerde', 'resulteert', 'resulteren', 'resulterend', 'resulterende']"
350,hoeven,hooves,verb,1,18.8,A,everyday,"['gehoeven', 'hoefde', 'hoeft', 'hoeven']"
351,passen,pass,verb,1,18.76,A,everyday,"['passen', 'passend', 'passende', 'past']"
352,boot,boat,noun,1,18.76,A,everyday,"['boot', 'bootje', 'bootjes', 'boten']"
353,simpel,simple,noun,1,18.76,A,everyday,"['simpel', 'simpele', 'simpels', 'simpelste']"
354,raar,weird,adjective,1,18.72,A,everyday,"['raar', 'raars', 'raarste', 'rare']"
355,steken,stings,verb,1,18.72,A,everyday,"['gestoken', 'stak', 'steken', 'stekende']"
356,broek,pants,noun,1,18.68,A,everyday,"['broek', 'broeke', 'broekje', 'broekjes']"
357,dom,stupid,adjective,1,18.68,A,everyday,"['dom', 'domme', 'doms', 'domste']"
358,pers,press,noun,1,18.64,A,everyday,"['pers', 'perse', 'persen', 'perzen']"
359,vliegtuig,aircraft,noun,1,18.64,A,everyday,"['vliegtuig', 'vliegtuigen', 'vliegtuigje', 'vliegtuigjes']"
360,bewijzen,proof,verb,1,18.6,A,everyday,"['bewees', 'bewezen', 'bewijst', 'bewijzen']"
361,onthullen,reveal,verb,1,18.6,A,everyday,"['onthuld', 'onthulde', 'onthullen', 'onthullend', 'onthullende']"
362,product,product,noun,1,18.56,A,everyday,"['product', 'producten', 'produkt', 'produkten']"
363,gezellig,cozy,adjective,1,18.56,A,everyday,"['gezellig', 'gezellige', 'gezelliger', 'gezelligste']"
364,naderen,approaching,verb,1,18.55,A,everyday,"['naderde', 'naderden', 'naderen', 'naderende', 'nadert']"
365,roepen,shout,verb,1,18.48,A,everyday,"['geroepen', 'riep', 'roepen', 'roept']"
366,gooien,throw,verb,1,18.44,A,everyday,"['gegooid', 'gooide', 'gooiden', 'gooien']"
367,controleren,check,noun,1,18.44,A,everyday,"['controleerde', 'controleert', 'gecontroleerd', 'gecontroleerde']"
368,fietsen,bicycles,verb,1,18.4,A,everyday,"['fietsen', 'fietst', 'fietste', 'gefietst']"
369,grap,joke,noun,1,18.4,A,everyday,"['grap', 'grapje', 'grapjes', 'grappen']"
370,vreselijk,oh,adjective,1,18.4,A,everyday,"['vreselijk', 'vreselijke', 'vreselijks', 'vreselijkste']"
371,zwemmen,swimming,verb,1,18.4,A,everyday,"['gezwommen', 'zwemmen', 'zwemmende', 'zwemt']"
372,koken,cooking,verb,1,18.4,A,everyday,"['gekookt', 'kokend', 'kokende', 'kookt']"
373,ernstig,severe,adjective,1,18.28,A,everyday,"['ernstig', 'ernstige', 'ernstiger', 'ernstigste']"
374,opvallen,stand,verb,1,18.25,A,everyday,"['opgevallen', 'opvallen', 'opvallend', 'opvallende', 'opvalt']"
375,enig,any,determiner,1,18.2,A,everyday,"['enig', 'enige', 'enigen', 'enigste']"
376,hanteren,handling,verb,1,18.2,A,everyday,"['gehanteerd', 'gehanteerde', 'hanteerde', 'hanteert', 'hanteren']"
377,verzamelen,collecting,verb,1,18.12,A,everyday,"['verzameld', 'verzamelde', 'verzamelden', 'verzamelen']"
378,presteren,performance,noun,1,18.1,A,everyday,"['gepresteerd', 'presteerde', 'presteert', 'presteren', 'presterende']"
379,student,student,noun,1,18.08,A,everyday,"['student', 'studente', 'studenten', 'students']"
380,lied,song,noun,1,18.04,A,everyday,"['lied', 'liederen', 'liedje', 'liedjes']"
381,heel,whole,adjective,1,18.0,A,everyday,"['heel', 'heels', 'hele']"
382,bevinden,are,verb,1,18.0,A,everyday,"['bevinden', 'bevindt', 'bevond', 'bevonden']"
383,dag,day,noun,1,17.97,A,everyday,"['dag', 'dagen', 'dagje']"
384,jas,coat,noun,1,17.96,A,everyday,"['jas', 'jasje', 'jasjes', 'jassen']"
385,samenwerken,working,verb,1,17.96,A,everyday,"['samengewerkt', 'samenwerken', 'samenwerkende', 'samenwerkte']"
386,scherp,sharp,adjective,1,17.96,A,everyday,"['scherp', 'scherpe', 'scherper', 'scherpere']"
387,vernieuwen,refresh,verb,1,17.95,A,everyday,"['vernieuwd', 'vernieuwde', 'vernieuwend', 'vernieuwende', 'vernieuwt']"
388,accepteren,accept,verb,1,17.92,A,everyday,"['accepteerde', 'accepteert', 'accepteren', 'geaccepteerd']"
389,oefenen,practice,verb,1,17.92,A,everyday,"['geoefend', 'oefenden', 'oefenen', 'oefent']"
390,rekenen,mathematics,verb,1,17.92,A,everyday,"['gerekend', 'rekende', 'rekenen', 'rekent']"
391,vak,box,noun,1,17.92,A,everyday,"['vak', 'vakje', 'vakjes', 'vakken']"
392,financieel,financial,adjective,1,17.88,A,everyday,"['financieel', 'financieele', 'financiele', 'financiële']"
393,elf,eleven,numeral,1,17.88,A,everyday,"['elf', 'elfde', 'elfje', 'elfjes']"
394,ondernemen,undertake,verb,1,17.88,A,everyday,"['ondernam', 'ondernemen', 'ondernemende', 'ondernomen']"
395,roken,smoking,verb,1,17.88,A,everyday,"['gerookt', 'roken', 'rokende', 'rookt']"
396,iets,something,pronoun,1,17.85,A,everyday,"['iets', 'ietsje', 'ietsjes']"
397,hemel,sky,noun,1,17.84,A,everyday,"['hemel', 'hemelen', 'hemels', 'hemeltje']"
398,klagen,complain,verb,1,17.84,A,everyday,"['geklaagd', 'klaagde', 'klaagt', 'klagen']"
399,puur,pure,noun,1,17.84,A,everyday,"['pure', 'puur', 'puurs', 'puurste']"
400,cadeau,gift,noun,1,17.8,A,everyday,"['cadeau', ""cadeau's"", 'cadeaus', 'cadeautje']"
401,del,del,noun,1,17.8,A,everyday,"['del', 'dele', 'deler', 'delle']"
402,aanbieden,offer,verb,1,17.76,A,everyday,"['aanbieden', 'aanbiedt', 'aanbood', 'aangeboden']"
403,plaat,plate,noun,1,17.76,A,everyday,"['plaat', 'plaatje', 'plaatjes', 'platen']"
404,treden,steps,verb,1,17.76,A,everyday,"['getreden', 'trad', 'treden', 'treedt']"
405,realiseren,realize,noun,1,17.76,A,everyday,"['gerealiseerd', 'gerealiseerde', 'realiseerde', 'realiseert']"
406,plant,plant,noun,1,17.72,A,everyday,"['plant', 'planten', 'plantje', 'plantjes']"
407,bord,board,noun,1,17.72,A,everyday,"['bord', 'borden', 'bordje', 'bordjes']"
408,goedkoop,inexpensive,adjective,1,17.72,A,everyday,"['goedkoop', 'goedkoopste', 'goedkope', 'goedkopere']"
409,verslaan,beat,verb,1,17.68,A,everyday,"['verslaan', 'verslaat', 'verslagen', 'versloeg']"
410,bruin,brown,adjective,1,17.68,A,everyday,"['bruin', 'bruine', 'bruinen', 'bruins']"
411,investeren,investment,verb,1,17.68,A,everyday,"['geïnvesteerd', 'investeerde', 'investeert', 'investeren']"
412,verschijnen,appear,verb,1,17.64,A,everyday,"['verscheen', 'verschenen', 'verschijnen', 'verschijnt']"
413,blok,block,noun,1,17.6,A,everyday,"['blok', 'blokje', 'blokjes', 'blokken']"
414,negeren,ignore,noun,1,17.6,A,everyday,"['genegeerd', 'negeerde', 'negeert', 'negeren']"
415,zacht,soft,noun,1,17.6,A,everyday,"['zacht', 'zachte', 'zachtere', 'zachtjes']"
416,plaatsvinden,take,verb,1,17.6,A,everyday,"['plaatsgevonden', 'plaatsvindt', 'plaatsvond', 'plaatsvonden']"
417,net,net,adverb,1,17.58,A,everyday,"['net', 'netjes', 'nette']"
418,drukken,press,verb,1,17.56,A,everyday,"['drukken', 'drukt', 'drukte', 'gedrukt']"
419,man,male,noun,1,17.55,A,everyday,"['man', 'mannen', 'mannetje']"
420,spiegel,mirror,noun,1,17.44,A,everyday,"['spiegel', 'spiegelen', 'spiegels', 'spiegeltje']"
421,voegen,insert,verb,1,17.44,A,everyday,"['gevoegd', 'voegde', 'voegen', 'voegt']"
422,verwijzen,refer,noun,1,17.4,A,everyday,"['verwees', 'verwezen', 'verwijst', 'verwijzend']"
423,vinger,finger,noun,1,17.36,A,everyday,"['vinger', 'vingers', 'vingertje', 'vingertjes']"
424,fles,bottle,noun,1,17.36,A,everyday,"['fles', 'flesje', 'flesjes', 'flessen']"
425,schreeuwen,scream,verb,1,17.36,A,everyday,"['geschreeuwd', 'schreeuwde', 'schreeuwend', 'schreeuwt']"
426,formuleren,formulate,verb,1,17.35,A,everyday,"['formuleerde', 'formuleert', 'formuleren', 'geformuleerd', 'geformuleerde']"
427,ontwerpen,designs,verb,1,17.32,A,everyday,"['ontwerpen', 'ontwerpt', 'ontwierp', 'ontworpen']"
428,één,one,numeral,1,17.31,A,everyday,"['eentje', 'eerste', 'één']"
429,opmerken,noticing,verb,1,17.3,A,everyday,"['merkte', 'opgemerkt', 'opmerken', 'opmerkt', 'opmerkte']"
430,handelen,act,verb,1,17.28,A,everyday,"['gehandeld', 'handelen', 'handelend', 'handelt']"
431,branden,burning,noun,1,17.28,A,everyday,"['brandend', 'brandende', 'brandt', 'gebrand']"
432,modern,modern,adjective,1,17.24,A,everyday,"['modern', 'moderne', 'moderner', 'modernste']"
433,afsluiten,quit,verb,1,17.24,A,everyday,"['afgesloten', 'afsloot', 'afsluit', 'afsluitende']"
434,recent,recent,adjective,1,17.24,A,everyday,"['recent', 'recente', 'recentere', 'recentste']"
435,informeren,inform,verb,1,17.24,A,everyday,"['geinformeerd', 'informeerde', 'informeert', 'informeren']"
436,jurk,dress,noun,1,17.24,A,everyday,"['jurk', 'jurken', 'jurkje', 'jurkjes']"
437,stom,stupid,noun,1,17.24,A,everyday,"['stom', 'stomme', 'stoms', 'stomste']"
438,nodig,necessary,adjective,1,17.19,A,everyday,"['nodig', 'nodige', 'nodigen']"
439,want,c ff,conjunction,1,17.16,A,everyday,"['want', 'wanten', 'wants']"
440,gelden,funds,verb,1,17.16,A,everyday,"['gelden', 'geldende', 'geldt', 'gold']"
441,verspreiden,disperse,verb,1,17.16,A,everyday,"['verspreid', 'verspreidde', 'verspreiden', 'verspreidt']"
442,nuttig,useful,adjective,1,17.16,A,everyday,"['nuttig', 'nuttige', 'nuttigen', 'nuttiger']"
443,proef,trial,noun,1,17.16,A,everyday,"['proef', 'proefjes', 'proeve', 'proeven']"
444,vermijden,avoid,verb,1,17.16,A,everyday,"['vermeden', 'vermeed', 'vermijden', 'vermijdt']"
445,beperken,limit,verb,1,17.08,A,everyday,"['beperken', 'beperkende', 'beperkt', 'beperkte']"
446,zeker,sure,adjective,1,17.07,A,everyday,"['zeker', 'zekere', 'zekers']"
447,stad,city,noun,1,17.04,A,everyday,"['stad', 'stadje', 'steden']"
448,plegen,commit,verb,1,17.04,A,everyday,"['gepleegd', 'pleegde', 'pleegt', 'plegen']"
449,uitmaken,break,verb,1,17.04,A,everyday,"['uitgemaakt', 'uitmaakt', 'uitmaakten', 'uitmaken']"
